icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount,departure_dt,datetime,temperature_2m,precipitation,windspeed_10m,winddirection_10m,weathercode,visibility,cloudcover,flight_duration_s,delayed
3c65ca,1688975794,EGLL,1688979417,EDDF,DLH5H   ,785,12,3401.0,80.0,2,5,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,3623,0
406f7a,1688975671,EGLL,1688990474,LLBG,BAW165K ,1327,10,5729.0,294.0,2,4,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,14803,0
4009f9,1688975547,EGLL,1688983409,DAAG,BAW31WL ,1127,66,4470.0,2.0,2,1,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,7862,0
400a7c,1688975463,EGLL,1688978661,ELLX,BAW16LX ,1191,66,2670.0,71.0,2,2,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,3198,0
4005b9,1688975341,EGLL,1688999465,KJFK,BAW17R  ,1209,25,2918.0,148.0,2,2,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,24124,0
407930,1688975271,EGLL,1688986048,,BAW880A ,1087,81,,,2,0,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,10777,0
a4c96c,1688975220,EGLL,1689000186,KJFK,JBU2220 ,1069,81,2155.0,102.0,2,1,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,24966,0
407844,1688975121,EGLL,1688983257,,BAW928  ,1162,81,,,2,0,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,8136,0
405ee1,1688974804,EGLL,1688978230,EIDW,BAW828Y ,874,28,1692.0,5.0,2,4,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,3426,0
4009da,1688974506,EGLL,1688978218,EGPD,SHT18A  ,1280,20,506.0,12.0,2,0,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,3712,0
a8b9b3,1688974115,EGLL,1689000673,KIAD,UAL123  ,1525,20,1981.0,19.0,2,8,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,26558,0
405ee0,1688974024,EGLL,1688977702,EDDV,BAW94K  ,1146,104,1992.0,32.0,2,2,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,3678,0
4cad7b,1688973916,EGLL,1688977246,EIDW,EIN151  ,1059,96,1698.0,12.0,2,4,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,3330,0
406532,1688973849,EGLL,1688978320,EDDN,BAW9JA  ,1052,35,392.0,74.0,2,4,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,4471,0
40792f,1688973718,EGLL,1688977041,EGPH,SHT8B   ,927,58,1016.0,18.0,2,1,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,3323,0
49514f,1688973670,EGLL,1688982327,LPPT,TAP1351 ,1612,142,786.0,68.0,2,4,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,8657,0
40624f,1688973562,EGLL,1688979296,LIPE,BAW5B   ,1255,58,3109.0,53.0,2,0,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,5734,0
40087a,1688973457,EGLL,1688975637,EGJJ,BAW1340 ,928,43,470.0,84.0,2,0,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,2180,0
461f6a,1688973314,EGLL,1688982385,LPFR,BAW240F ,966,35,583.0,45.0,2,0,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,9071,0
407535,1688973261,EGLL,1688984218,LTFJ,BAW602  ,1132,58,3478.0,95.0,2,2,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,10957,0
4076cc,1688973200,EGLL,1688980408,LEMD,BAW4MJ  ,986,43,372.0,98.0,2,3,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,7208,0
405a46,1688973127,EGLL,1688976178,EGPH,SHT8F   ,1366,96,984.0,10.0,2,1,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,3051,0
407b8f,1688973054,EGLL,1688978665,,BAW24Y  ,823,50,,,2,0,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,5611,0
40615b,1688972828,EGLL,1688977608,LFBO,BAW2DP  ,1139,81,1036.0,75.0,2,4,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,4780,0
aac4ed,1688972632,EGLL,1688997007,KEWR,UAL883  ,1992,73,833.0,32.0,2,5,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,24375,0
aa9801,1688972508,EGLL,1688995388,KBOS,AAL109  ,1539,50,3072.0,146.0,2,3,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,22880,0
406ae3,1688972419,EGLL,1688975509,EGAC,SHT4A   ,925,89,1837.0,56.0,2,2,2023-07-10 07:00:00,2023-07-10 07:00:00,17.1,0.0,9.1,189.0,3.0,,100.0,3090,0
4caab4,1688972353,EGLL,1688977619,LIML,ITY229  ,913,35,2596.0,14.0,2,1,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,5266,0
40123f,1688972213,EGLL,1688977318,LFMD,BAW342N ,1030,35,19236.0,857.0,2,1,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,5105,0
407d74,1688972134,EGLL,1688982449,,BAW63GV ,1123,81,,,2,0,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,10315,0
461f64,1688972077,EGLL,1688978757,EPWA,BAW846W ,1315,165,1360.0,41.0,2,1,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,6680,0
400960,1688971943,EGLL,1688979371,LHBP,BAW866H ,971,43,3487.0,44.0,2,7,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,7428,0
4009c6,1688971829,EGLL,1688980290,LXGB,BAW492U ,1284,81,23704.0,1405.0,2,0,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,8461,0
40649f,1688971773,EGLL,1688978812,ESSA,BAW776F ,1189,66,2422.0,79.0,2,0,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,7039,0
400935,1688971719,EGLL,1688980301,LPPT,BAW5PT  ,1524,81,4231.0,68.0,2,4,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,8582,0
405a4a,1688971566,EGLL,1688974813,EDDL,BAW936  ,901,35,437.0,82.0,2,4,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,3247,0
3c65c4,1688971510,EGLL,1688975547,EDDF,DLH6U   ,1024,66,1007.0,72.0,2,4,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,4037,0
a4b6b6,1688971452,EGLL,1688994909,KBOS,JBU1621 ,1403,66,2489.0,115.0,2,3,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,23457,0
461f6e,1688971176,EGLL,1688979771,EFHK,FIN2AT  ,1145,66,661.0,69.0,2,2,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,8595,0
39e693,1688971095,EGLL,1688974049,LFPG,AFR58LM ,867,58,6072.0,10.0,2,8,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,2954,0
4075fd,1688971013,EGLL,1688974933,EDDH,BAW964H ,978,96,1363.0,0.0,2,3,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,3920,0
406ae2,1688970969,EGLL,1688976029,EDDM,BAW948M ,1468,81,3431.0,56.0,2,3,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,5060,0
400f9a,1688970886,EGLL,1688976809,ENGM,BAW8VK  ,984,43,1281.0,39.0,2,1,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,5923,0
461f6c,1688970815,EGLL,1688980940,LGTS,BAW772  ,965,43,2212.0,23.0,2,1,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,10125,0
406674,1688970717,EGLL,1688975177,LSGG,BAW72J  ,848,58,840.0,102.0,2,3,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,4460,0
4008f1,1688970663,EGLL,1688974557,EGPD,SHT18Z  ,1291,50,432.0,19.0,2,0,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,3894,0
461f67,1688970581,EGLL,1688977268,,BAW530  ,965,73,,,2,0,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,6687,0
4076e3,1688970523,EGLL,1688972429,EGCC,SHT2A   ,1261,28,383.0,47.0,2,1,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,1906,0
4b1801,1688970453,EGLL,1688974877,LSGG,SWR9MS  ,1333,104,489.0,102.0,2,3,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,4424,0
4cad42,1688970394,EGLL,1688976468,ENGM,SAS802  ,1031,66,951.0,47.0,2,1,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,6074,0
4063de,1688970327,EGLL,1688977708,LPPR,BAW51GA ,956,58,2070.0,31.0,2,2,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,7381,0
4008b1,1688970274,EGLL,1688973555,EGPF,SHT6C   ,1531,43,6132.0,266.0,2,1,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,3281,0
400b83,1688970199,EGLL,1688975475,LFML,BAW16R  ,1065,111,4449.0,221.0,2,4,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,5276,0
405a49,1688970135,EGLL,1688972623,EGNT,SHT12K  ,1385,73,216.0,35.0,2,0,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,2488,0
40087c,1688970072,EGLL,1688974247,LFLL,BA41YA  ,1028,43,7658.0,222.0,2,5,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,4175,0
4076cd,1688969984,EGLL,1688973944,EDDF,BAW902N ,979,81,1554.0,42.0,2,5,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,3960,0
400aff,1688969892,EGLL,1688972488,LFPG,BAW3VH  ,862,50,2319.0,20.0,2,8,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,2596,0
406250,1688969828,EGLL,1688972456,EHAM,BAW48HY ,883,50,2057.0,65.0,2,0,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,2628,0
4079f6,1688969773,EGLL,1688974132,LSZH,BAW710R ,876,73,484.0,96.0,2,7,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,4359,0
3c65d2,1688969691,EGLL,1688974658,EDDM,DLH4JV  ,938,111,3066.0,64.0,2,3,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,4967,0
4ca76f,1688969644,EGLL,1688973459,EIDW,EIN14Y  ,1285,119,1695.0,12.0,2,4,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,3815,0
400a5b,1688969519,EGLL,1688975928,LOWW,BAW696V ,1076,50,3105.0,38.0,2,2,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,6409,0
400942,1688969434,EGLL,1688976779,LEMD,BAW5MK  ,1089,58,332.0,106.0,2,3,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,7345,0
484162,1688969383,EGLL,1688971683,EHAM,KLM1000 ,1416,43,5590.0,72.0,2,0,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,2300,0
4075ff,1688969323,EGLL,1688983138,LCLK,BAW64LC ,1395,104,12275.0,637.0,2,0,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,13815,0
44cdcf,1688969182,EGLL,1688971818,EBBR,BEL6DE  ,849,58,2299.0,94.0,2,3,2023-07-10 06:00:00,2023-07-10 06:00:00,15.1,0.0,6.9,189.0,1.0,,22.0,2636,0
4caddb,1688968767,EGLL,1688973389,EKCH,SAS500  ,1071,73,6423.0,78.0,2,1,2023-07-10 05:00:00,2023-07-10 05:00:00,13.4,0.0,6.1,208.0,0.0,,5.0,4622,0
4bb268,1688968713,EGLL,1688979889,LTFM,THY7WC  ,1359,89,5230.0,213.0,2,2,2023-07-10 05:00:00,2023-07-10 05:00:00,13.4,0.0,6.1,208.0,0.0,,5.0,11176,0
4008e6,1688968401,EGLL,1688973539,LKPR,BAW8NG  ,1143,66,1358.0,90.0,2,8,2023-07-10 05:00:00,2023-07-10 05:00:00,13.4,0.0,6.1,208.0,0.0,,5.0,5138,0
4cafcd,1688968210,EGLL,1688974904,ESSA,SAS1530 ,941,81,2348.0,79.0,2,0,2023-07-10 05:00:00,2023-07-10 05:00:00,13.4,0.0,6.1,208.0,0.0,,5.0,6694,0
400980,1688968132,EGLL,1688976716,LEMG,BAW420  ,1421,58,25114.0,1225.0,2,0,2023-07-10 05:00:00,2023-07-10 05:00:00,13.4,0.0,6.1,208.0,0.0,,5.0,8584,0
3c65d1,1688968061,EGLL,1688971845,EDDF,DLH9H   ,905,58,4305.0,72.0,2,5,2023-07-10 05:00:00,2023-07-10 05:00:00,13.4,0.0,6.1,208.0,0.0,,5.0,3784,0
48af02,1688967865,EGLL,1688970269,EBMB,LOT7373 ,1200,89,781.0,52.0,2,3,2023-07-10 05:00:00,2023-07-10 05:00:00,13.4,0.0,6.1,208.0,0.0,,5.0,2404,0
4008f2,1688967443,EGLL,1688974198,LIRF,BAW552F ,1438,5,6133.0,3.0,2,4,2023-07-10 05:00:00,2023-07-10 05:00:00,13.4,0.0,6.1,208.0,0.0,,5.0,6755,0
405456,1688967340,EGLL,1688973233,LEBL,BAW472  ,1826,104,928.0,49.0,2,1,2023-07-10 05:00:00,2023-07-10 05:00:00,13.4,0.0,6.1,208.0,0.0,,5.0,5893,0
4b194a,1688966906,EGLL,1688971285,LSZH,SWR79MG ,1256,96,1478.0,88.0,2,7,2023-07-10 05:00:00,2023-07-10 05:00:00,13.4,0.0,6.1,208.0,0.0,,5.0,4379,0
495149,1688966692,EGLL,1688975534,LPPT,TAP63V  ,1494,73,543.0,60.0,2,4,2023-07-10 05:00:00,2023-07-10 05:00:00,13.4,0.0,6.1,208.0,0.0,,5.0,8842,0
440d71,1688966534,EGLL,1688972392,LOWW,AUA4M   ,860,43,2976.0,38.0,2,2,2023-07-10 05:00:00,2023-07-10 05:00:00,13.4,0.0,6.1,208.0,0.0,,5.0,5858,0
4009d9,1688941599,EGLL,1688943649,EGCC,SHT2X   ,795,10,1299.0,32.0,2,1,2023-07-09 22:00:00,2023-07-09 22:00:00,17.0,0.0,11.2,220.0,3.0,,100.0,2050,0
400f99,1688941200,EGLL,1688946200,ESGG,BAW8GT  ,1196,35,3270.0,28.0,2,1,2023-07-09 22:00:00,2023-07-09 22:00:00,17.0,0.0,11.2,220.0,3.0,,100.0,5000,0
4077e0,1688940601,EGLL,1688943900,EGPH,SHT8G   ,984,12,1547.0,12.0,2,1,2023-07-09 22:00:00,2023-07-09 22:00:00,17.0,0.0,11.2,220.0,3.0,,100.0,3299,0
407463,1688940531,EGLL,1688943130,EIDW,BAW826Q ,957,20,705.0,35.0,2,4,2023-07-09 22:00:00,2023-07-09 22:00:00,17.0,0.0,11.2,220.0,3.0,,100.0,2599,0
406b62,1688940473,EGLL,1688943301,EGPF,SHT6M   ,824,17,12164.0,563.0,2,1,2023-07-09 22:00:00,2023-07-09 22:00:00,17.0,0.0,11.2,220.0,3.0,,100.0,2828,0
3c5431,1689112510,EGLL,1689114882,EBMB,BCS2665 ,642,96,841.0,53.0,3,3,2023-07-11 21:00:00,2023-07-11 21:00:00,17.2,0.0,14.8,221.0,3.0,,99.0,2372,0
406bbb,1689111764,EGLL,1689119069,LIMC,BAW582  ,769,104,924.0,43.0,3,4,2023-07-11 21:00:00,2023-07-11 21:00:00,17.2,0.0,14.8,221.0,3.0,,99.0,7305,1
4ca293,1689111610,EGLL,1689114832,EICK,EIN725  ,645,96,382.0,0.0,3,0,2023-07-11 21:00:00,2023-07-11 21:00:00,17.2,0.0,14.8,221.0,3.0,,99.0,3222,0
4951d1,1689110542,EGLL,1689111897,EGKK,TAP1332 ,782,96,5574.0,273.0,3,3,2023-07-11 21:00:00,2023-07-11 21:00:00,17.2,0.0,14.8,221.0,3.0,,99.0,1355,0
400b83,1689110415,EGLL,1689115932,LFMD,BAW352  ,1079,127,6251.0,1070.0,3,2,2023-07-11 21:00:00,2023-07-11 21:00:00,17.2,0.0,14.8,221.0,3.0,,99.0,5517,0
406ae2,1689110123,EGLL,1689113191,EGPF,SHT6P   ,996,127,9665.0,540.0,3,1,2023-07-11 21:00:00,2023-07-11 21:00:00,17.2,0.0,14.8,221.0,3.0,,99.0,3068,0
405455,1689109654,EGLL,1689112721,EGPH,SHT8G   ,663,127,1697.0,126.0,3,1,2023-07-11 21:00:00,2023-07-11 21:00:00,17.2,0.0,14.8,221.0,3.0,,99.0,3067,0
405a4a,1689108642,EGLL,1689113717,LFBO,BAW6DP  ,746,89,2438.0,0.0,3,4,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,5075,0
346555,1689108510,EGLL,1689115329,LEMD,IBE3167 ,772,127,709.0,52.0,3,3,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,6819,0
405ee0,1689108047,EGLL,1689109985,EGCC,SHT2X   ,823,134,1036.0,51.0,3,1,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,1938,0
4ca9ba,1689107950,EGLL,1689110752,EIDW,EIN183  ,887,111,1635.0,71.0,3,4,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,2802,0
400afd,1689107840,EGLL,1689111166,EGNT,SHT12T  ,688,104,1139.0,78.0,3,0,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,3326,0
406b62,1689107725,EGLL,1689118810,LGAV,BAW26AV ,763,111,27270.0,1071.0,3,0,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,11085,0
406091,1689107421,EGLL,1689112861,ENGM,BAW6VK  ,920,66,3007.0,89.0,3,1,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,5440,0
3944f2,1689107355,EGLL,1689112986,LFMD,AFR11CU ,641,73,10395.0,742.0,3,1,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,5631,0
400ceb,1689107304,EGLL,1689110472,EGPH,SHT8N   ,831,149,1962.0,134.0,3,1,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,3168,0
4cad86,1689107051,EGLL,1689113549,ESSA,SAS534  ,721,119,2658.0,26.0,3,0,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,6498,0
4076cc,1689106993,EGLL,1689109769,EIDW,BAW826Q ,639,111,1499.0,63.0,3,4,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,2776,0
4076e4,1689106952,EGLL,1689109758,EGPF,SHT6M   ,741,134,13617.0,754.0,3,1,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,2806,0
400935,1689106909,EGLL,1689112071,EDDM,BAW958M ,700,104,3227.0,26.0,3,3,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,5162,0
400b82,1689106849,EGLL,1689111584,ESGG,BAW8GT  ,685,104,5456.0,234.0,3,1,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,4735,0
4cad91,1689106639,EGLL,1689112362,EKCH,SAS49K  ,909,119,4919.0,238.0,3,0,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,5723,0
4009d9,1689106480,EGLL,1689109873,EGPD,SHT18H  ,846,89,1146.0,140.0,3,0,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,3393,0
4076e3,1689106261,EGLL,1689108228,EGCC,SHT2R   ,812,127,1034.0,58.0,3,1,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,1967,0
3c65d4,1689106006,EGLL,1689110902,EDDM,DLH1LM  ,654,89,2194.0,49.0,3,4,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,4896,0
4008b4,1689105906,EGLL,1689110214,LFLY,BAW364  ,765,104,18222.0,1094.0,3,5,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,4308,0
405a46,1689105785,EGLL,1689111947,LIPE,BAW544K ,771,111,3025.0,107.0,3,0,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,6162,0
4079f7,1689105733,EGLL,1689110318,EKCH,BAW822  ,998,157,8843.0,436.0,3,0,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,4585,0
407536,1689105663,EGLL,1689114216,LPPT,BAW54L  ,716,119,2685.0,7.0,3,4,2023-07-11 20:00:00,2023-07-11 20:00:00,17.8,0.0,16.1,228.0,3.0,,100.0,8553,0
48455d,1689105558,EGLL,1689107913,EHAM,KLM1028 ,629,142,6204.0,26.0,3,0,2023-07-11 19:00:00,2023-07-11 19:00:00,18.7,0.0,19.6,224.0,3.0,,100.0,2355,0
405a49,1689105498,EGLL,1689108189,EBBR,BAW404R ,636,111,2715.0,27.0,3,3,2023-07-11 19:00:00,2023-07-11 19:00:00,18.7,0.0,19.6,224.0,3.0,,100.0,2691,0
4075fd,1689105438,EGLL,1689109162,EDDV,BAW978J ,636,111,2968.0,119.0,3,2,2023-07-11 19:00:00,2023-07-11 19:00:00,18.7,0.0,19.6,224.0,3.0,,100.0,3724,0
40688a,1689105390,EGLL,1689113090,LEBL,BAW482P ,816,119,1698.0,11.0,3,1,2023-07-11 19:00:00,2023-07-11 19:00:00,18.7,0.0,19.6,224.0,3.0,,100.0,7700,1
40093f,1689105288,EGLL,1689109294,LSZM,BAW756  ,714,111,2885.0,33.0,3,4,2023-07-11 19:00:00,2023-07-11 19:00:00,18.7,0.0,19.6,224.0,3.0,,100.0,4006,0
4d21a2,1689105174,EGLL,1689115130,LMML,AMC103  ,733,73,1583.0,60.0,3,0,2023-07-11 19:00:00,2023-07-11 19:00:00,18.7,0.0,19.6,224.0,3.0,,100.0,9956,0
4b1802,1689105026,EGLL,1689110269,LSZH,SWR339  ,635,111,711.0,35.0,3,7,2023-07-11 19:00:00,2023-07-11 19:00:00,18.7,0.0,19.6,224.0,3.0,,100.0,5243,0
400877,1689104941,EGLL,1689110098,LSZH,BAW720T ,643,104,487.0,35.0,3,7,2023-07-11 19:00:00,2023-07-11 19:00:00,18.7,0.0,19.6,224.0,3.0,,100.0,5157,0
3c4b4b,1689104612,EGLL,1689107600,EDDL,EWG2EF  ,742,73,1405.0,77.0,3,4,2023-07-11 19:00:00,2023-07-11 19:00:00,18.7,0.0,19.6,224.0,3.0,,100.0,2988,0
40697c,1689104280,EGLL,1689107251,EGPF,SHT6U   ,1569,165,11111.0,616.0,3,1,2023-07-11 19:00:00,2023-07-11 19:00:00,18.7,0.0,19.6,224.0,3.0,,100.0,2971,0
407462,1689104177,EGLL,1689114618,,BAW680  ,651,96,,,3,0,2023-07-11 19:00:00,2023-07-11 19:00:00,18.7,0.0,19.6,224.0,3.0,,100.0,10441,0
486484,1689104131,EGLL,1689106511,EHAM,KLM36C  ,639,127,5657.0,41.0,3,0,2023-07-11 19:00:00,2023-07-11 19:00:00,18.7,0.0,19.6,224.0,3.0,,100.0,2380,0
40624f,1689104066,EGLL,1689111530,LIRF,BAW5FC  ,685,96,8464.0,148.0,3,4,2023-07-11 19:00:00,2023-07-11 19:00:00,18.7,0.0,19.6,224.0,3.0,,100.0,7464,0
4075ff,1689104018,EGLL,1689110672,ESSA,BAW786F ,728,96,2718.0,18.0,3,0,2023-07-11 19:00:00,2023-07-11 19:00:00,18.7,0.0,19.6,224.0,3.0,,100.0,6654,0
3c56ee,1689103822,EGLL,1689106819,EDDK,EWG2LY  ,697,81,1361.0,29.0,3,2,2023-07-11 19:00:00,2023-07-11 19:00:00,18.7,0.0,19.6,224.0,3.0,,100.0,2997,0
